loan_id,customer_id,loan_amount,interest_rate,tenure_months,origination_date
LOAN000715,CUST000471,1264,12.87,24,2019-05-26 07:52:15.493556499
LOAN000716,CUST000055,13054,18.08,24,2023-09-14 03:57:34.616266251
LOAN000717,CUST000624,6004,9.71,36,2020-04-20 23:26:36.777845621
LOAN000718,CUST000012,13831,33.43,12,2023-04-08 05:03:24.880337000
LOAN000719,CUST000439,454,28.01,12,2023-04-26 17:38:57.570297241
LOAN000720,CUST000017,18356,13.05,24,2022-11-11 15:01:48.221046209
LOAN000721,CUST000693,18508,22.72,12,2019-11-05 06:57:50.320591927
LOAN000722,CUST000972,2917,26.64,24,2023-02-09 14:37:37.741281986
LOAN000723,CUST000112,3932,33.24,24,2022-11-05 15:38:11.429531813
LOAN000724,CUST000228,12567,31.45,6,2021-12-25 14:47:17.946293592
LOAN000725,CUST000170,8357,20.46,36,2020-09-07 17:32:31.161278963
LOAN000726,CUST000294,13207,28.24,36,2020-04-24 08:10:37.464157343
LOAN000727,CUST000188,12558,21.86,24,2019-08-11 13:40:22.188754797
LOAN000728,CUST000425,10813,21.58,36,2021-07-19 19:35:37.319509745
LOAN000729,CUST000976,2681,8.44,12,2021-12-04 16:28:21.390036583
LOAN000730,CUST000078,9682,8.78,24,2020-10-18 03:40:18.913309813
LOAN000731,CUST000657,18970,20.89,6,2021-05-18 00:08:08.815366983
LOAN000732,CUST000918,8518,13.07,12,2020-10-25 18:39:27.287102699
LOAN000733,CUST000181,18927,5.63,6,2022-03-16 11:26:58.041680574
LOAN000734,CUST000498,14519,26.69,6,2023-07-04 16:47:00.680915833
LOAN000735,CUST000797,11914,5.97,36,2019-10-27 07:38:29.630203009
LOAN000736,CUST000761,1136,22.86,36,2020-11-27 10:51:34.866700172
LOAN000737,CUST000865,10124,21.18,24,2019-09-15 05:25:32.518353223
LOAN000738,CUST000825,11032,34.06,36,2022-02-15 03:32:08.859670162
LOAN000739,CUST000707,7535,19.53,6,2022-08-23 22:01:16.348181486
LOAN000740,CUST000834,1648,6.91,6,2023-08-29 16:08:36.936063290
LOAN000741,CUST000070,5165,21.55,12,2020-05-24 05:16:59.867257833
LOAN000742,CUST000247,3507,30.23,6,2023-10-02 02:03:21.189047813
LOAN000743,CUST000145,739,34.91,24,2019-04-26 12:25:23.987529278
LOAN000744,CUST000617,272,17.91,24,2022-01-06 02:28:46.373122931
LOAN000745,CUST000774,5766,14.61,36,2019-04-15 07:47:03.453007460
LOAN000746,CUST000295,4454,32.2,36,2023-06-21 00:45:36.016126156
LOAN000747,CUST000581,10209,10.74,36,2021-08-25 10:21:07.621336937
LOAN000748,CUST000469,2986,23.46,24,2022-05-07 05:31:19.645783663
LOAN000749,CUST000505,2264,17.17,6,2023-02-27 10:53:44.624758720
LOAN000750,CUST000192,4045,6.23,36,2019-10-02 11:12:45.791054726
LOAN000751,CUST000067,10501,15.42,12,2019-03-12 11:14:11.797356367
LOAN000752,CUST000493,7846,12.96,36,2023-05-24 20:05:14.418545485
LOAN000753,CUST000816,12075,25.58,24,2020-07-29 01:38:01.536576986
LOAN000754,CUST000051,19074,33.46,36,2019-08-24 12:22:17.979600430
LOAN000755,CUST000881,7854,13.04,6,2021-05-05 09:50:42.914776087
LOAN000756,CUST000362,15696,29.34,36,2021-12-28 12:09:55.660688400
LOAN000757,CUST000796,5285,6.66,24,2019-02-26 13:15:20.607797146
LOAN000758,CUST000916,1193,21.14,24,2020-05-16 23:01:38.378850937
LOAN000759,CUST000473,3980,7.12,12,2019-03-01 21:25:18.085118532
LOAN000760,CUST000845,10786,33.02,24,2021-02-06 12:46:41.145972729
LOAN000761,CUST000520,10871,27.99,12,2023-06-23 10:51:49.225676775
LOAN000762,CUST000762,10780,24.74,6,2023-11-30 07:45:33.412658930
LOAN000763,CUST000430,2885,29.72,24,2022-03-09 05:58:19.145074606
LOAN000764,CUST000843,14899,24.43,36,2019-10-23 03:36:37.052697420
LOAN000765,CUST000297,16380,34.07,6,2023-07-13 01:56:37.202386379
LOAN000766,CUST000434,6639,26.42,36,2021-07-31 16:02:40.574110031
LOAN000767,CUST000695,18058,32.74,36,2019-10-08 17:54:35.472953796
LOAN000768,CUST000690,16116,20.51,36,2023-08-11 01:44:58.423378468
LOAN000769,CUST000197,14830,8.51,6,2022-10-15 03:19:25.244001389
LOAN000770,CUST000127,10665,20.85,6,2022-08-29 02:15:06.738549709
LOAN000771,CUST000531,8160,8.81,24,2022-07-18 23:08:06.587109566
LOAN000772,CUST000983,4090,22.77,36,2020-01-01 19:41:32.351029873
LOAN000773,CUST000410,17673,19.47,12,2020-01-21 07:09:26.126606225
LOAN000774,CUST000933,19173,23.68,24,2022-06-10 19:45:08.507073640
LOAN000775,CUST000839,4195,5.3,6,2020-02-06 05:07:47.283016920
LOAN000776,CUST000064,14649,10.85,12,2021-03-12 00:20:54.386508465
LOAN000777,CUST000693,18359,19.74,6,2022-11-28 22:26:52.817384005
LOAN000778,CUST000240,19890,33.52,12,2022-12-02 11:56:06.551231146
LOAN000779,CUST000368,10079,16.51,24,2021-04-07 15:44:38.109023809
LOAN000780,CUST000535,5508,17.73,12,2022-12-17 12:55:54.677907705
LOAN000781,CUST000383,14037,26.44,24,2023-03-12 07:45:41.747701168
LOAN000782,CUST000430,2933,23.11,6,2022-04-10 14:53:33.087413073
LOAN000783,CUST000966,5385,13.97,12,2020-02-22 02:32:04.385631084
LOAN000784,CUST000082,9689,17.32,36,2020-05-15 08:17:32.149018526
LOAN000785,CUST000981,14808,11.53,36,2020-07-28 21:35:55.660676718
LOAN000786,CUST000830,14216,33.98,6,2019-08-02 06:49:23.582397699
LOAN000787,CUST000696,7745,8.92,12,2020-05-13 18:56:49.931132793
LOAN000788,CUST000950,12118,16.16,36,2020-01-18 13:58:13.750580788
LOAN000789,CUST000827,10989,5.78,24,2021-04-11 10:19:37.673803806
LOAN000790,CUST000610,4877,11.65,12,2023-07-17 19:22:01.552634954
LOAN000791,CUST000573,16094,28.41,12,2019-07-10 18:44:43.445131540
LOAN000792,CUST000285,2835,11.04,36,2022-08-08 05:01:17.396654367
LOAN000793,CUST000988,13711,7.4,24,2022-06-08 23:29:25.387443304
LOAN000794,CUST000533,6468,19.23,24,2019-06-24 20:19:55.208002806
LOAN000795,CUST000458,17305,5.3,24,2023-08-12 14:48:47.061330318
LOAN000796,CUST000211,262,7.54,12,2021-11-04 00:43:32.834353685
LOAN000797,CUST000125,7877,29.23,6,2020-10-26 03:54:26.057700872
LOAN000798,CUST000412,14949,28.14,12,2022-10-13 10:32:48.779153824
LOAN000799,CUST000498,18416,32.45,12,2020-04-14 22:47:01.856375456
LOAN000800,CUST000424,3635,30.64,36,2022-06-20 08:22:30.355384588
LOAN000801,CUST000553,19930,25.5,6,2019-03-14 12:18:14.258326292
LOAN000802,CUST000609,13503,6.57,24,2023-03-13 18:13:04.224679470
LOAN000803,CUST000960,14616,28.49,36,2021-03-29 08:38:21.119504213
LOAN000804,CUST000542,19274,30.37,12,2022-03-08 14:25:49.003760815
LOAN000805,CUST000157,19191,28.97,6,2020-02-08 23:31:34.374749184
LOAN000806,CUST000111,8059,20.25,24,2022-05-21 08:04:42.180757761
LOAN000807,CUST000401,4033,11.99,24,2022-11-11 02:39:28.262689114
LOAN000808,CUST000758,3485,30.36,12,2021-05-14 02:05:40.927278757
LOAN000809,CUST000121,1022,26.81,24,2022-02-01 23:15:52.992302656
LOAN000810,CUST000272,10467,34.42,24,2021-04-13 06:01:38.228134155
LOAN000811,CUST000293,13837,9.67,6,2023-06-21 14:39:36.598881006
LOAN000812,CUST000397,664,11.77,36,2021-06-28 02:37:08.280694246
LOAN000813,CUST000470,19742,11.35,6,2023-03-18 03:25:29.512124300
LOAN000814,CUST000984,10889,28.78,36,2023-01-03 06:27:09.365887403
LOAN000815,CUST000206,2600,10.61,36,2021-01-19 13:57:47.846773386
LOAN000816,CUST000109,6981,7.0,36,2020-02-25 03:13:21.976183176
LOAN000817,CUST000439,3736,34.96,24,2021-01-11 12:08:36.158277750
LOAN000818,CUST000277,323,5.74,6,2023-02-17 16:09:00.993503571
LOAN000819,CUST000962,6397,30.06,24,2020-02-20 15:46:05.699096680
LOAN000820,CUST000567,14995,15.96,12,2021-08-15 14:53:54.315132141
LOAN000821,CUST000886,450,30.25,6,2023-01-11 22:23:01.977474451
LOAN000822,CUST000914,18412,21.64,36,2020-10-07 10:47:48.732093811
LOAN000823,CUST000568,4832,32.05,24,2022-03-18 16:11:42.475222349
LOAN000824,CUST000939,1117,32.79,24,2020-03-24 12:33:29.164014816
LOAN000825,CUST000481,18710,5.27,6,2019-07-19 13:03:44.689731359
LOAN000826,CUST000802,15329,7.26,6,2022-12-21 13:05:39.409689665
LOAN000827,CUST000113,7270,12.51,36,2019-06-30 17:12:03.428147316
LOAN000828,CUST000892,13403,25.08,36,2020-05-10 13:01:05.728683710
LOAN000829,CUST000896,6307,31.65,12,2023-04-11 10:18:55.114616871
LOAN000830,CUST000819,12416,18.8,36,2020-09-24 15:40:12.132967949
LOAN000831,CUST000852,2519,23.21,24,2023-11-12 18:44:21.829591036
LOAN000832,CUST000476,6340,10.65,12,2023-11-24 23:52:38.953666687
LOAN000833,CUST000709,1993,29.15,12,2020-05-04 20:55:41.953284025
LOAN000834,CUST000932,13853,34.02,12,2019-03-16 19:49:46.602765083
LOAN000835,CUST000320,5422,13.06,6,2022-07-11 10:41:36.121259451
LOAN000836,CUST000178,11332,19.84,36,2021-04-03 12:01:56.971419573
LOAN000837,CUST000896,17609,7.58,12,2019-07-03 23:23:33.481264114
LOAN000838,CUST000218,3217,21.77,6,2022-07-15 22:28:48.068017483
LOAN000839,CUST000788,4261,20.08,6,2019-02-26 22:12:33.180915117
LOAN000840,CUST000948,15623,9.33,12,2023-05-08 23:29:59.150875330
LOAN000841,CUST000527,4142,18.26,12,2019-09-11 04:18:30.369101048
LOAN000842,CUST000491,4533,15.02,24,2019-08-21 11:18:56.787107229
LOAN000843,CUST000890,14116,20.65,12,2019-11-17 18:39:46.030230999
LOAN000844,CUST000060,2758,22.57,24,2023-10-20 10:42:46.420402765
LOAN000845,CUST000053,11010,5.25,12,2022-06-19 17:27:14.557552338
LOAN000846,CUST000679,19967,27.83,12,2023-01-03 07:18:22.212570190
LOAN000847,CUST000537,3044,26.39,36,2020-12-27 01:57:20.213107824
LOAN000848,CUST000847,7310,15.99,12,2020-09-06 02:34:08.292637825
LOAN000849,CUST000987,8887,6.59,12,2020-03-04 04:01:37.607756376
LOAN000850,CUST000064,2086,27.65,24,2021-05-27 15:55:09.093946934
LOAN000851,CUST000611,11042,33.66,24,2021-10-04 15:20:32.706244946
LOAN000852,CUST000585,17558,12.2,36,2022-02-27 14:54:02.693658113
LOAN000853,CUST000703,12261,14.71,12,2020-04-14 11:57:40.749259710
LOAN000854,CUST000170,3107,10.51,12,2023-09-29 05:48:59.189373493
LOAN000855,CUST000272,1069,22.31,24,2019-11-06 23:29:47.131546259
LOAN000856,CUST000888,8872,9.65,6,2023-10-30 06:47:05.031467676
LOAN000857,CUST000698,2924,15.69,6,2019-01-28 03:03:16.965967894
LOAN000858,CUST000534,1311,25.91,6,2021-05-28 12:51:08.345453262
LOAN000859,CUST000390,329,21.8,24,2020-08-31 17:30:43.695432901
LOAN000860,CUST000939,15874,16.59,24,2021-03-31 02:23:04.171485424
LOAN000861,CUST000692,14445,17.61,6,2021-11-08 00:48:16.233314753
LOAN000862,CUST000326,3285,21.86,6,2021-03-06 09:15:33.338696241
LOAN000863,CUST000107,15111,5.18,12,2021-01-27 12:14:54.123421669
LOAN000864,CUST000846,16985,7.36,24,2022-08-30 22:52:15.445461988
LOAN000865,CUST000161,148,31.44,24,2022-06-06 09:50:30.765801191
LOAN000866,CUST000813,15273,7.34,6,2023-03-02 13:16:50.390180349
LOAN000867,CUST000451,19539,26.2,6,2020-04-01 10:12:08.617822647
LOAN000868,CUST000205,16870,32.6,36,2022-01-17 23:58:38.681263447
LOAN000869,CUST000589,1069,13.12,24,2021-12-04 13:34:34.590203047
LOAN000870,CUST000015,14653,16.11,36,2020-11-06 03:23:23.365264893
LOAN000871,CUST000326,5920,22.07,12,2021-06-06 12:59:08.578835011
LOAN000872,CUST000607,14392,31.45,36,2020-07-26 23:11:19.133628845
LOAN000873,CUST000658,3152,33.26,6,2019-09-17 00:11:19.972200394
LOAN000874,CUST000001,11709,27.19,24,2020-01-26 09:37:27.321901083
LOAN000875,CUST000009,2402,7.6,24,2019-07-12 16:01:48.143590450
LOAN000876,CUST000433,2383,25.07,36,2022-06-01 06:50:27.827275276
LOAN000877,CUST000124,15485,17.31,36,2022-04-21 11:43:02.192215681
LOAN000878,CUST000080,9899,19.12,12,2023-10-02 19:22:25.061218739
LOAN000879,CUST000484,15720,6.47,12,2022-08-25 09:25:36.478836060
LOAN000880,CUST000651,222,10.73,6,2019-04-06 00:51:24.615535259
LOAN000881,CUST000837,9572,28.72,6,2023-06-03 15:09:37.808145046
LOAN000882,CUST000149,3827,18.62,6,2023-04-25 05:52:34.827360630
LOAN000883,CUST000799,13832,14.05,36,2021-03-20 12:04:11.055153847
LOAN000884,CUST000872,5058,16.52,36,2021-12-05 18:51:44.374808311
LOAN000885,CUST000339,624,30.63,24,2023-11-18 07:39:24.632192373
LOAN000886,CUST000128,9179,27.47,6,2021-08-29 23:42:23.188615322
LOAN000887,CUST000437,8499,13.17,36,2023-07-12 02:49:25.704313517
LOAN000888,CUST000750,16632,8.53,24,2019-06-01 15:05:25.880184889
LOAN000889,CUST000500,16921,12.56,6,2019-12-15 20:39:25.539441586
LOAN000890,CUST000057,10494,32.62,12,2021-03-15 19:38:40.708940268
LOAN000891,CUST000197,3849,22.45,12,2021-12-03 18:22:56.526866436
LOAN000892,CUST000210,11453,21.0,36,2023-01-30 10:22:09.768127203
LOAN000893,CUST000913,14109,22.89,24,2023-12-10 13:35:56.162526131
LOAN000894,CUST000901,11537,15.98,12,2020-12-11 01:01:40.733334064
LOAN000895,CUST000044,5436,29.21,24,2019-03-28 13:56:34.217531204
LOAN000896,CUST000096,4651,20.7,24,2023-01-02 22:32:23.857491493
LOAN000897,CUST000278,2923,8.5,12,2022-01-08 14:22:50.279105902
LOAN000898,CUST000534,13016,8.87,24,2019-12-29 12:56:32.089344263
LOAN000899,CUST000409,15267,21.11,12,2021-06-22 13:21:44.218717575
LOAN000900,CUST000460,8777,33.1,36,2022-09-17 11:00:15.120971680
LOAN000901,CUST000390,14968,14.25,6,2022-11-07 18:31:34.163386583
LOAN000902,CUST000846,8491,31.09,6,2021-07-01 07:16:38.234761477
LOAN000903,CUST000043,12758,27.92,36,2020-07-11 07:43:17.646121740
LOAN000904,CUST000026,18466,12.43,12,2023-11-14 01:17:41.694917679
LOAN000905,CUST000793,9763,6.09,12,2022-04-26 07:12:11.025206327
LOAN000906,CUST000096,2411,8.06,12,2021-01-15 10:36:03.772195816
LOAN000907,CUST000974,7325,26.85,12,2020-05-27 03:01:13.215160847
LOAN000908,CUST000547,11665,10.99,36,2022-08-27 23:51:25.657733202
LOAN000909,CUST000620,10370,16.14,6,2020-03-18 05:26:50.350924492
LOAN000910,CUST000566,13660,20.05,24,2019-11-10 13:01:06.804418564
LOAN000911,CUST000703,17088,26.76,24,2021-08-25 11:26:25.259545564
LOAN000912,CUST000218,16065,8.4,6,2020-06-13 12:24:26.982852697
LOAN000913,CUST000184,5885,17.19,36,2022-02-22 09:08:20.656076908
LOAN000914,CUST000068,12167,19.55,24,2019-08-04 08:32:40.155678272
LOAN000915,CUST000828,8840,21.22,6,2022-04-10 22:08:20.279609919
LOAN000916,CUST000129,13753,29.55,36,2020-06-01 07:11:13.354696751
LOAN000917,CUST000566,17322,10.15,24,2019-01-01 10:38:46.891169071
LOAN000918,CUST000889,3915,29.23,12,2019-08-20 18:50:44.849447250
LOAN000919,CUST000608,17331,25.79,12,2023-09-01 18:45:37.145682573
LOAN000920,CUST000847,4809,21.68,36,2023-05-03 18:56:58.936529160
LOAN000921,CUST000598,4607,25.99,12,2020-03-02 13:40:55.991841793
LOAN000922,CUST000805,6675,17.36,36,2022-11-22 07:22:13.241285801
LOAN000923,CUST000630,4873,9.15,6,2022-01-16 06:02:29.397322416
LOAN000924,CUST000719,12546,24.97,6,2023-11-08 20:55:41.068484783
LOAN000925,CUST000333,10564,20.74,24,2020-11-13 04:53:39.924314260
LOAN000926,CUST000924,15964,24.18,36,2022-05-29 08:19:47.578629017
LOAN000927,CUST000153,3420,15.14,24,2019-04-27 00:23:22.198220968
LOAN000928,CUST000546,10850,32.21,24,2020-12-24 13:08:37.416775942
LOAN000929,CUST000078,4798,22.62,6,2023-10-26 22:20:42.662078857
LOAN000930,CUST000578,18048,7.56,24,2021-09-11 04:17:52.230847597
LOAN000931,CUST000854,18324,18.49,12,2020-06-09 16:01:52.874926329
LOAN000932,CUST000412,6158,27.69,24,2019-08-08 14:45:16.877332926
LOAN000933,CUST000545,826,28.82,36,2022-07-08 15:25:33.528415442
LOAN000934,CUST000608,6797,19.84,12,2022-03-23 12:10:16.490151644
LOAN000935,CUST000168,12010,31.84,6,2020-11-13 19:29:24.665898561
LOAN000936,CUST000680,9357,13.03,36,2023-10-03 10:03:13.695005894
LOAN000937,CUST000662,13063,17.32,12,2019-02-10 13:00:57.874966383
LOAN000938,CUST000582,16766,31.96,36,2020-07-08 14:23:38.666087389
LOAN000939,CUST000514,1181,31.89,12,2023-08-09 20:56:57.003334284
LOAN000940,CUST000313,19365,25.57,36,2020-08-09 00:40:28.736080170
LOAN000941,CUST000031,10876,30.77,36,2020-04-05 14:43:41.487128258
LOAN000942,CUST000286,14296,7.66,12,2021-09-02 11:40:30.881377220
LOAN000943,CUST000593,19454,30.95,6,2023-02-13 06:17:16.398663521
LOAN000944,CUST000042,9444,14.62,6,2019-07-08 08:18:13.135439873
LOAN000945,CUST000902,16058,10.35,36,2023-09-18 22:56:22.486253023
LOAN000946,CUST000616,11789,12.18,36,2022-12-22 19:16:26.201580048
LOAN000947,CUST000000,17431,17.54,6,2019-11-27 23:06:40.317448378
LOAN000948,CUST000572,4860,12.54,6,2022-07-24 03:02:12.809573889
LOAN000949,CUST000269,13536,14.62,24,2020-12-03 22:25:51.819125891
LOAN000950,CUST000179,166,9.05,6,2021-01-04 14:09:43.099259615
LOAN000951,CUST000735,664,13.89,36,2022-12-01 06:54:18.039747238
LOAN000952,CUST000517,13493,22.17,12,2023-10-25 01:04:53.129811287
LOAN000953,CUST000102,3770,18.26,6,2019-08-20 06:34:01.097959518
LOAN000954,CUST000009,2351,15.4,24,2021-02-07 01:41:58.203518629
LOAN000955,CUST000582,13049,27.39,24,2021-05-28 04:47:06.117671490
LOAN000956,CUST000089,904,31.81,24,2020-11-18 03:29:20.638448954
LOAN000957,CUST000225,9683,27.7,12,2020-10-25 04:24:00.567863464
LOAN000958,CUST000669,17719,14.96,6,2019-04-06 10:37:19.513989924
LOAN000959,CUST000739,12324,27.33,6,2022-06-05 19:02:40.227131128
LOAN000960,CUST000916,6116,9.56,6,2021-03-07 12:39:38.217128038
LOAN000961,CUST000125,13136,8.91,12,2019-12-22 16:38:36.985442877
LOAN000962,CUST000955,12492,15.37,12,2023-01-30 01:51:07.937589169
LOAN000963,CUST000208,8038,29.23,36,2023-01-05 11:25:20.017189026
LOAN000964,CUST000096,4241,12.39,24,2021-06-07 03:37:36.153723717
LOAN000965,CUST000073,9646,6.9,24,2020-06-28 23:18:06.386902094
LOAN000966,CUST000626,5435,8.95,6,2022-03-11 03:46:32.215093374
LOAN000967,CUST000190,5177,30.76,12,2020-06-10 03:58:45.113912106
LOAN000968,CUST000681,13347,24.01,12,2020-03-06 22:48:41.538622856
LOAN000969,CUST000818,5711,12.6,6,2022-08-26 22:04:27.112978935
LOAN000970,CUST000959,8189,21.66,6,2019-03-15 15:12:47.899911404
LOAN000971,CUST000715,2992,20.83,36,2019-06-23 01:08:00.508632183
LOAN000972,CUST000055,5677,24.66,24,2019-01-13 09:29:05.778275251
LOAN000973,CUST000719,18043,12.0,24,2019-10-07 06:34:55.934756756
LOAN000974,CUST000552,6783,30.93,24,2019-05-06 23:25:05.310217857
LOAN000975,CUST000031,1607,14.28,36,2023-12-24 08:02:34.676113844
LOAN000976,CUST000526,16435,25.82,6,2020-06-11 08:48:29.243764877
LOAN000977,CUST000573,2163,5.48,6,2019-09-30 13:31:16.993981600
LOAN000978,CUST000666,2100,16.18,24,2020-03-16 01:25:12.037487268
LOAN000979,CUST000283,15666,15.55,24,2023-09-06 08:46:01.369829416
LOAN000980,CUST000720,1394,21.3,36,2021-08-07 19:30:05.809756041
LOAN000981,CUST000831,15196,7.18,12,2020-10-28 03:47:17.709343910
LOAN000982,CUST000493,4165,28.7,12,2023-05-14 19:30:26.105089188
LOAN000983,CUST000186,14190,11.53,24,2020-12-22 06:03:13.019546986
LOAN000984,CUST000497,18087,25.31,36,2020-09-03 17:24:56.051373720
LOAN000985,CUST000441,17806,29.1,24,2020-01-14 11:56:57.365590572
LOAN000986,CUST000129,18925,21.86,12,2020-11-20 20:34:04.839621782
LOAN000987,CUST000638,17582,27.23,24,2020-08-01 06:22:30.785108805
LOAN000988,CUST000291,9418,24.86,12,2022-05-21 18:10:07.364214182
LOAN000989,CUST000113,8588,15.67,12,2020-06-12 18:40:20.818163872
LOAN000990,CUST000198,11341,29.27,12,2021-11-19 23:12:06.074000359
LOAN000991,CUST000012,10517,13.84,6,2019-05-01 07:39:29.665300131
LOAN000992,CUST000270,15674,22.14,6,2019-12-16 07:03:21.611044884
LOAN000993,CUST000600,15402,27.36,24,2021-01-13 22:07:43.043144703
LOAN000994,CUST000214,14750,16.37,12,2023-09-07 20:51:50.771860838
LOAN000995,CUST000443,13450,14.08,6,2020-11-19 20:41:27.679216623
LOAN000996,CUST000789,2196,18.78,24,2022-04-27 14:23:03.434861422
LOAN000997,CUST000511,11901,29.54,24,2020-04-10 18:56:32.767423153
LOAN000998,CUST000446,18692,32.9,24,2019-08-20 23:07:09.960423231
LOAN000999,CUST000985,16659,21.35,24,2019-04-17 21:18:28.662869215
