payment_id,loan_id,payment_date,amount_paid,days_past_due
PAY000807,LOAN000106,2020-06-21 13:59:18.407493830,269,60
PAY000808,LOAN000219,2024-12-11 16:13:20.012905121,450,0
PAY000809,LOAN000440,2024-09-29 22:47:41.181231976,935,0
PAY000810,LOAN000770,2020-05-23 00:10:45.951756954,865,0
PAY000811,LOAN000882,2024-09-01 08:18:26.190259457,93,30
PAY000812,LOAN000657,2021-10-25 10:38:16.143708944,55,0
PAY000813,LOAN000563,2024-03-23 06:48:27.208592653,449,30
PAY000814,LOAN000571,2022-02-03 09:16:21.331385612,1704,30
PAY000815,LOAN000545,2022-03-16 10:36:53.934407711,1889,5
PAY000816,LOAN000095,2023-03-04 18:17:27.791459799,1552,60
PAY000817,LOAN000988,2023-11-15 23:17:09.169487953,995,0
PAY000818,LOAN000088,2020-03-02 17:35:12.086803675,1878,5
PAY000819,LOAN000827,2022-12-19 16:42:14.730745554,1471,0
PAY000820,LOAN000921,2020-12-07 03:52:05.970653534,145,0
PAY000821,LOAN000230,2021-09-24 01:11:40.053356647,1216,0
PAY000822,LOAN000967,2021-09-27 17:43:48.264866114,1742,0
PAY000823,LOAN000274,2022-05-06 23:21:28.072861671,1205,0
PAY000824,LOAN000245,2021-09-02 11:12:48.196607113,918,0
PAY000825,LOAN000110,2020-07-15 03:34:13.158569574,870,0
PAY000826,LOAN000233,2020-09-23 01:31:44.136710405,797,30
PAY000827,LOAN000277,2020-03-02 02:11:19.647178888,599,0
PAY000828,LOAN000476,2022-05-09 03:28:54.816582680,1961,15
PAY000829,LOAN000416,2024-10-09 18:37:21.086089849,965,0
PAY000830,LOAN000677,2020-07-30 08:07:37.943481445,699,0
PAY000831,LOAN000127,2024-09-24 19:48:19.761116982,548,0
PAY000832,LOAN000236,2023-09-01 20:26:08.512702227,1153,0
PAY000833,LOAN000802,2023-03-10 17:02:51.039805889,1314,5
PAY000834,LOAN000618,2023-03-24 22:08:20.455539227,1341,0
PAY000835,LOAN000127,2024-02-19 10:21:14.136768579,717,90
PAY000836,LOAN000706,2020-07-14 08:13:19.967975140,1310,90
PAY000837,LOAN000850,2022-07-11 04:28:03.286926746,1563,0
PAY000838,LOAN000393,2023-06-27 14:03:08.029647827,304,30
PAY000839,LOAN000474,2022-12-08 02:54:10.352108240,1816,0
PAY000840,LOAN000654,2024-03-01 11:41:48.142426014,62,5
PAY000841,LOAN000394,2020-05-12 00:58:11.628226995,815,30
PAY000842,LOAN000110,2023-06-15 21:51:33.047853947,1465,0
PAY000843,LOAN000089,2022-09-02 16:02:52.518872738,61,0
PAY000844,LOAN000762,2021-11-23 17:26:44.029653311,737,0
PAY000845,LOAN000279,2021-09-13 16:22:38.715591908,81,0
PAY000846,LOAN000332,2023-02-08 06:16:09.414778233,37,5
PAY000847,LOAN000223,2024-06-15 20:21:54.674646139,478,0
PAY000848,LOAN000100,2022-06-25 12:19:19.227654219,1945,0
PAY000849,LOAN000131,2024-02-15 18:27:40.674401283,773,0
PAY000850,LOAN000012,2022-01-04 17:45:10.911939383,895,30
PAY000851,LOAN000456,2020-07-06 01:47:32.656398773,921,0
PAY000852,LOAN000440,2020-04-22 08:54:12.716058254,556,30
PAY000853,LOAN000097,2020-04-03 18:54:34.249682188,1434,15
PAY000854,LOAN000119,2021-11-25 12:49:24.328415632,210,30
PAY000855,LOAN000292,2021-09-08 03:12:03.235140085,1794,30
PAY000856,LOAN000815,2023-08-04 16:06:09.402488708,1644,0
PAY000857,LOAN000710,2023-09-19 03:14:13.925375462,829,0
PAY000858,LOAN000000,2020-04-02 21:50:41.371518612,1499,5
PAY000859,LOAN000571,2021-02-07 23:48:46.192167044,1685,90
PAY000860,LOAN000249,2021-05-16 01:50:00.980762720,1628,5
PAY000861,LOAN000651,2022-09-27 11:41:25.010498047,569,0
PAY000862,LOAN000148,2020-09-21 00:42:12.736339092,1823,0
PAY000863,LOAN000394,2020-09-01 17:03:16.517704487,388,90
PAY000864,LOAN000043,2024-09-20 07:15:18.770365953,1793,0
PAY000865,LOAN000882,2024-01-09 06:41:20.685095072,1928,0
PAY000866,LOAN000697,2020-11-26 01:21:22.128817081,1210,0
PAY000867,LOAN000619,2022-01-12 19:11:06.867743969,1085,90
PAY000868,LOAN000043,2021-10-11 17:18:48.324404716,88,0
PAY000869,LOAN000077,2023-12-16 03:56:47.902631998,1418,0
PAY000870,LOAN000225,2022-07-21 03:48:57.462237597,843,15
PAY000871,LOAN000161,2020-08-21 13:57:18.963682413,1609,0
PAY000872,LOAN000792,2023-09-12 03:19:26.346989870,1041,60
PAY000873,LOAN000252,2021-12-26 02:44:38.649142504,1247,5
PAY000874,LOAN000131,2021-04-25 08:42:08.676627874,34,0
PAY000875,LOAN000447,2021-11-17 00:51:48.882112265,459,60
PAY000876,LOAN000883,2022-06-28 09:37:47.283726692,777,90
PAY000877,LOAN000886,2021-09-18 20:55:44.989871025,764,0
PAY000878,LOAN000473,2021-03-17 23:05:03.539772272,1490,0
PAY000879,LOAN000655,2021-12-29 01:31:01.052388906,1494,30
PAY000880,LOAN000777,2020-02-05 00:41:37.646021605,207,0
PAY000881,LOAN000108,2023-11-12 08:29:08.000272274,1127,60
PAY000882,LOAN000705,2020-11-08 07:35:30.095345497,1752,60
PAY000883,LOAN000034,2020-03-21 05:07:46.194514275,1980,0
PAY000884,LOAN000466,2023-04-09 07:22:49.031406879,446,90
PAY000885,LOAN000901,2023-11-14 23:33:04.955977440,1560,0
PAY000886,LOAN000274,2024-01-26 20:46:47.143498659,699,15
PAY000887,LOAN000186,2022-06-20 15:23:26.308687210,1411,0
PAY000888,LOAN000948,2021-01-10 04:59:02.984231234,596,60
PAY000889,LOAN000242,2023-09-08 21:57:33.091381550,113,15
PAY000890,LOAN000263,2023-07-02 09:01:08.425428152,1839,15
PAY000891,LOAN000973,2021-03-25 22:28:44.936241388,1713,60
PAY000892,LOAN000521,2024-07-08 12:37:23.804658413,1995,5
PAY000893,LOAN000962,2020-07-09 16:28:46.898457289,636,0
PAY000894,LOAN000677,2024-11-30 08:54:50.146561623,1072,60
PAY000895,LOAN000540,2024-04-20 16:08:45.656663418,467,30
PAY000896,LOAN000782,2023-06-10 18:58:47.305079460,373,60
PAY000897,LOAN000086,2024-09-11 02:18:18.364658833,1818,60
PAY000898,LOAN000534,2023-08-12 15:54:00.391168594,144,0
PAY000899,LOAN000209,2020-12-13 23:09:30.260784387,383,0
PAY000900,LOAN000045,2022-03-18 19:39:44.438293934,1265,0
PAY000901,LOAN000466,2020-05-10 15:15:52.599216700,48,15
PAY000902,LOAN000539,2021-12-12 21:41:55.148961544,1997,0
PAY000903,LOAN000025,2023-09-16 21:48:33.153973579,1836,30
PAY000904,LOAN000265,2021-12-07 00:46:04.985812187,828,0
PAY000905,LOAN000174,2021-08-26 10:44:20.421336174,56,0
PAY000906,LOAN000515,2022-12-23 17:09:27.794275761,45,0
PAY000907,LOAN000310,2024-05-12 12:25:27.075156689,1865,0
PAY000908,LOAN000321,2020-03-27 22:25:40.176342964,104,15
PAY000909,LOAN000578,2021-12-05 06:06:27.434570312,994,0
PAY000910,LOAN000134,2020-10-16 02:32:24.169616222,1394,0
PAY000911,LOAN000054,2023-06-24 09:53:35.469927788,1558,0
PAY000912,LOAN000975,2020-07-12 03:48:37.892823935,1179,30
PAY000913,LOAN000542,2023-04-29 14:29:26.153615713,1950,30
PAY000914,LOAN000585,2021-06-06 20:27:31.761888027,377,0
PAY000915,LOAN000530,2020-12-29 10:06:16.015499353,74,30
PAY000916,LOAN000155,2024-09-06 17:11:13.039835930,1261,0
PAY000917,LOAN000848,2020-02-03 20:15:56.308164120,763,0
PAY000918,LOAN000667,2022-03-10 19:39:28.144129753,1553,15
PAY000919,LOAN000146,2020-02-09 12:18:01.315673113,825,0
PAY000920,LOAN000484,2022-06-02 12:35:16.703803062,1886,30
PAY000921,LOAN000598,2022-07-04 09:55:31.517506837,1588,0
PAY000922,LOAN000019,2021-08-10 16:15:21.764580727,765,90
PAY000923,LOAN000268,2020-08-29 11:01:46.635302067,190,0
PAY000924,LOAN000332,2021-11-18 15:50:26.716492653,1534,5
PAY000925,LOAN000554,2023-05-13 05:23:07.404587269,606,60
PAY000926,LOAN000906,2023-11-30 10:29:29.102792025,1188,0
PAY000927,LOAN000943,2022-08-27 16:21:08.688654900,796,0
PAY000928,LOAN000910,2022-12-13 15:03:30.698619843,1568,0
PAY000929,LOAN000400,2021-01-01 12:37:35.907865524,636,5
PAY000930,LOAN000949,2021-06-08 22:51:37.624917507,1851,0
PAY000931,LOAN000305,2020-10-22 18:47:55.354472876,1468,0
PAY000932,LOAN000027,2021-03-31 11:06:09.025207996,1844,15
PAY000933,LOAN000466,2021-02-14 20:50:07.941584826,1132,0
PAY000934,LOAN000259,2022-08-07 00:47:25.388458729,625,15
PAY000935,LOAN000533,2022-10-25 00:46:35.630082846,1405,0
PAY000936,LOAN000981,2024-09-22 10:03:16.229452848,1596,0
PAY000937,LOAN000886,2020-12-23 07:22:54.242787361,1395,5
PAY000938,LOAN000100,2023-03-18 08:11:47.540980577,121,5
PAY000939,LOAN000550,2024-02-02 03:11:03.935633659,462,0
PAY000940,LOAN000801,2022-10-20 13:28:03.734253407,765,0
PAY000941,LOAN000352,2021-04-10 21:24:00.557521820,1202,0
PAY000942,LOAN000299,2021-04-24 16:18:08.949301004,593,0
PAY000943,LOAN000681,2020-03-12 17:10:04.335805893,148,0
PAY000944,LOAN000295,2021-07-12 01:07:06.404512167,1881,0
PAY000945,LOAN000352,2023-09-22 09:22:55.620984793,240,15
PAY000946,LOAN000907,2020-03-27 19:33:31.024862528,1272,5
PAY000947,LOAN000129,2021-02-04 15:39:34.370178461,993,0
PAY000948,LOAN000155,2023-07-14 06:52:57.344237566,262,0
PAY000949,LOAN000073,2023-11-30 21:42:20.615967035,1469,0
PAY000950,LOAN000341,2022-04-11 20:48:05.919823647,1952,5
PAY000951,LOAN000464,2023-06-29 09:09:48.937002420,570,60
PAY000952,LOAN000089,2021-12-09 18:55:36.088246822,1455,15
PAY000953,LOAN000578,2020-10-19 03:52:33.484144688,1336,30
PAY000954,LOAN000454,2021-12-28 10:03:32.371172667,81,30
PAY000955,LOAN000747,2022-11-25 14:25:44.328962564,1296,0
PAY000956,LOAN000711,2024-09-28 02:14:25.089667797,1867,0
PAY000957,LOAN000979,2020-05-05 14:35:30.289863586,231,15
PAY000958,LOAN000331,2022-07-16 00:12:58.416889906,1110,0
PAY000959,LOAN000738,2021-08-23 22:28:27.965941906,71,5
PAY000960,LOAN000976,2022-07-17 16:27:04.214320183,1504,30
PAY000961,LOAN000347,2020-02-13 19:16:31.499638081,1190,30
PAY000962,LOAN000232,2021-07-25 21:32:08.710637808,815,0
PAY000963,LOAN000777,2024-02-06 21:34:42.717950821,134,5
PAY000964,LOAN000597,2022-10-09 01:14:13.725809336,750,15
PAY000965,LOAN000101,2022-04-03 05:08:28.122004032,1885,30
PAY000966,LOAN000952,2021-06-05 15:42:12.040467262,170,30
PAY000967,LOAN000480,2021-06-28 12:34:06.741679430,550,90
PAY000968,LOAN000213,2021-11-30 22:13:53.976287842,635,0
PAY000969,LOAN000107,2024-03-06 14:06:16.165893793,1624,0
PAY000970,LOAN000164,2024-11-02 02:21:52.891664267,1568,0
PAY000971,LOAN000972,2022-03-12 10:09:40.181224346,115,0
PAY000972,LOAN000602,2021-12-19 15:44:06.984282732,1164,60
PAY000973,LOAN000703,2024-03-26 15:33:30.305337667,1390,90
PAY000974,LOAN000334,2022-02-18 22:56:40.197338343,1718,0
PAY000975,LOAN000085,2022-10-05 12:53:34.147750854,785,0
PAY000976,LOAN000733,2021-02-25 22:19:48.393572807,1887,0
PAY000977,LOAN000874,2023-09-20 09:05:57.079827309,1918,30
PAY000978,LOAN000423,2022-08-29 22:37:25.606333971,1830,0
PAY000979,LOAN000612,2024-01-18 02:32:49.052178621,11,0
PAY000980,LOAN000737,2023-11-27 09:34:07.486669540,242,0
PAY000981,LOAN000363,2021-01-27 19:31:44.684775114,378,0
PAY000982,LOAN000059,2023-07-31 11:11:15.435084343,1284,60
PAY000983,LOAN000481,2024-01-01 16:47:08.447466135,955,0
PAY000984,LOAN000249,2021-09-24 08:06:37.057775259,1866,0
PAY000985,LOAN000559,2020-11-11 08:33:51.777140141,1141,0
PAY000986,LOAN000116,2020-01-05 19:24:53.128273726,1309,0
PAY000987,LOAN000738,2022-04-03 19:13:24.170982122,189,15
PAY000988,LOAN000873,2021-10-05 21:28:13.485054493,1758,0
PAY000989,LOAN000914,2022-10-10 19:41:11.016875505,302,0
PAY000990,LOAN000967,2020-12-09 13:13:32.980199099,593,30
PAY000991,LOAN000998,2024-04-19 14:36:53.762686491,804,0
PAY000992,LOAN000544,2021-04-15 22:03:02.501500845,184,15
PAY000993,LOAN000043,2021-02-17 16:29:07.165979862,132,0
PAY000994,LOAN000508,2022-05-28 06:20:59.815413713,236,0
PAY000995,LOAN000987,2022-06-30 09:37:10.880900145,1935,15
PAY000996,LOAN000164,2021-01-27 23:03:25.602367401,453,30
PAY000997,LOAN000367,2021-05-11 16:32:56.923720598,1846,5
PAY000998,LOAN000856,2020-11-06 01:14:07.175325155,437,0
PAY000999,LOAN000291,2023-08-05 15:02:30.836811066,1116,0
