loan_id,month_end,days_past_due,pd_estimate,lgd_estimate,prev_dpd
LOAN000235,2023-12-31,30,0.1536,0.6146,0.0
LOAN000158,2023-12-31,60,0.209,0.2929,60.0
LOAN000679,2023-12-31,60,0.2504,0.5367,30.0
LOAN000733,2023-12-31,0,0.2583,0.5635,0.0
LOAN000780,2023-12-31,0,0.0668,0.5478,0.0
LOAN000463,2023-12-31,0,0.0649,0.8578,0.0
LOAN000443,2023-12-31,0,0.2546,0.4697,0.0
LOAN000316,2023-12-31,30,0.1654,0.8425,0.0
LOAN000691,2023-12-31,0,0.2006,0.7609,0.0
LOAN000932,2023-12-31,0,0.089,0.6661,30.0
LOAN000676,2023-12-31,0,0.0519,0.4484,30.0
LOAN000497,2023-12-31,0,0.0418,0.5205,30.0
LOAN000432,2023-12-31,30,0.0131,0.519,0.0
LOAN000244,2023-12-31,0,0.1125,0.3499,0.0
LOAN000246,2023-12-31,0,0.2066,0.8219,0.0
LOAN000698,2023-12-31,0,0.0825,0.6994,0.0
LOAN000513,2023-12-31,0,0.05,0.5176,0.0
LOAN000271,2023-12-31,30,0.1376,0.2891,60.0
LOAN000137,2023-12-31,60,0.1387,0.7346,0.0
LOAN000206,2023-12-31,0,0.0716,0.2808,30.0
LOAN000144,2023-12-31,0,0.0899,0.2689,30.0
LOAN000029,2023-12-31,0,0.2387,0.6012,0.0
LOAN000256,2023-12-31,0,0.0382,0.2777,0.0
LOAN000408,2023-12-31,0,0.1709,0.2311,0.0
LOAN000995,2023-12-31,0,0.1061,0.397,0.0
LOAN000416,2023-12-31,30,0.0582,0.6803,0.0
LOAN000497,2023-12-31,0,0.1684,0.5416,0.0
LOAN000252,2023-12-31,0,0.0496,0.6999,0.0
LOAN000359,2023-12-31,60,0.184,0.8773,0.0
LOAN000132,2023-12-31,0,0.1235,0.4155,30.0
LOAN000107,2023-12-31,0,0.0642,0.4037,0.0
LOAN000177,2023-12-31,90,0.0817,0.8356,0.0
LOAN000952,2023-12-31,0,0.1116,0.3918,0.0
LOAN000754,2023-12-31,0,0.2555,0.7054,30.0
LOAN000417,2023-12-31,0,0.0966,0.7912,0.0
LOAN000011,2023-12-31,60,0.2215,0.2499,0.0
LOAN000491,2023-12-31,0,0.0843,0.628,0.0
LOAN000933,2023-12-31,0,0.0816,0.3883,0.0
LOAN000044,2023-12-31,0,0.1293,0.5263,0.0
LOAN000849,2023-12-31,0,0.1785,0.5169,30.0
LOAN000308,2023-12-31,0,0.2204,0.6707,0.0
LOAN000415,2023-12-31,60,0.1585,0.8122,90.0
LOAN000986,2023-12-31,0,0.2378,0.3724,60.0
LOAN000091,2023-12-31,0,0.105,0.6594,0.0
LOAN000815,2023-12-31,60,0.2331,0.5461,0.0
LOAN000400,2023-12-31,0,0.2432,0.5432,0.0
LOAN000386,2023-12-31,0,0.2922,0.5833,0.0
LOAN000798,2023-12-31,0,0.2522,0.5352,0.0
LOAN000134,2023-12-31,0,0.0203,0.2841,
LOAN000734,2023-12-31,0,0.1957,0.3166,0.0
LOAN000230,2023-12-31,0,0.176,0.5249,30.0
LOAN000075,2023-12-31,0,0.0334,0.3914,0.0
LOAN000592,2023-12-31,30,0.1042,0.7851,0.0
LOAN000802,2023-12-31,0,0.2726,0.4953,30.0
LOAN000586,2023-12-31,0,0.2135,0.6027,0.0
LOAN000357,2023-12-31,0,0.2341,0.8821,0.0
LOAN000808,2023-12-31,30,0.0567,0.4301,0.0
LOAN000377,2023-12-31,0,0.2514,0.748,0.0
LOAN000925,2023-12-31,0,0.1956,0.7621,0.0
LOAN000904,2023-12-31,0,0.2807,0.7705,0.0
LOAN000129,2023-12-31,0,0.2971,0.4627,0.0
LOAN000516,2023-12-31,0,0.2992,0.3698,0.0
LOAN000833,2023-12-31,60,0.1614,0.4119,0.0
LOAN000677,2023-12-31,60,0.2054,0.3116,60.0
LOAN000492,2023-12-31,90,0.0769,0.2574,0.0
LOAN000581,2023-12-31,0,0.1946,0.4992,30.0
LOAN000059,2023-12-31,30,0.2312,0.2895,30.0
LOAN000431,2023-12-31,30,0.1604,0.4835,30.0
LOAN000146,2023-12-31,0,0.2565,0.7248,0.0
LOAN000416,2023-12-31,0,0.2021,0.3464,30.0
LOAN000430,2023-12-31,0,0.2539,0.27,0.0
LOAN000363,2023-12-31,0,0.2887,0.3441,30.0
LOAN000268,2023-12-31,0,0.0395,0.2616,0.0
LOAN000237,2023-12-31,0,0.0871,0.8137,0.0
LOAN000285,2023-12-31,60,0.2378,0.429,60.0
LOAN000146,2023-12-31,0,0.0156,0.5027,0.0
LOAN000351,2023-12-31,0,0.0529,0.5941,60.0
LOAN000264,2023-12-31,30,0.1778,0.383,0.0
LOAN000044,2023-12-31,0,0.1964,0.5762,0.0
LOAN000561,2023-12-31,30,0.1491,0.5935,0.0
LOAN000299,2023-12-31,0,0.023,0.4595,0.0
LOAN000858,2023-12-31,0,0.1359,0.2279,0.0
LOAN000542,2023-12-31,90,0.1804,0.8466,30.0
LOAN000667,2023-12-31,30,0.2377,0.2002,30.0
LOAN000725,2023-12-31,0,0.0344,0.5739,0.0
LOAN000927,2023-12-31,60,0.0296,0.2033,30.0
LOAN000078,2023-12-31,0,0.1662,0.2708,60.0
LOAN000527,2023-12-31,0,0.0184,0.5408,0.0
LOAN000892,2023-12-31,0,0.0259,0.6431,0.0
LOAN000426,2023-12-31,0,0.1267,0.5718,0.0
LOAN000110,2023-12-31,60,0.2335,0.22,0.0
LOAN000089,2023-12-31,60,0.2751,0.7334,0.0
LOAN000616,2023-12-31,60,0.0811,0.4415,0.0
LOAN000800,2023-12-31,0,0.0436,0.3231,0.0
LOAN000428,2023-12-31,60,0.1906,0.3104,0.0
LOAN000428,2023-12-31,0,0.1856,0.6589,60.0
LOAN000265,2023-12-31,0,0.1175,0.2547,30.0
LOAN000586,2023-12-31,0,0.158,0.3457,0.0
LOAN000432,2023-12-31,30,0.0668,0.223,30.0
LOAN000535,2023-12-31,0,0.1562,0.5803,0.0
LOAN000244,2023-12-31,0,0.1882,0.6218,0.0
LOAN000826,2023-12-31,0,0.0108,0.4766,0.0
LOAN000433,2023-12-31,0,0.0842,0.585,0.0
LOAN000257,2023-12-31,0,0.132,0.4307,60.0
LOAN000128,2023-12-31,0,0.1532,0.7796,0.0
LOAN000862,2023-12-31,0,0.2205,0.2778,0.0
LOAN000473,2023-12-31,90,0.1315,0.8315,60.0
LOAN000568,2023-12-31,0,0.1703,0.7289,30.0
LOAN000291,2023-12-31,0,0.1632,0.7348,30.0
LOAN000688,2023-12-31,0,0.2246,0.5713,0.0
LOAN000601,2023-12-31,0,0.1289,0.3582,30.0
LOAN000015,2023-12-31,90,0.2667,0.8599,30.0
LOAN000402,2023-12-31,0,0.2926,0.5009,0.0
LOAN000491,2023-12-31,0,0.2622,0.8252,0.0
LOAN000706,2024-01-31,0,0.1256,0.4303,30.0
LOAN000632,2024-01-31,0,0.033,0.4126,0.0
LOAN000736,2024-01-31,0,0.1374,0.7384,0.0
LOAN000726,2024-01-31,0,0.1122,0.4416,0.0
LOAN000539,2024-01-31,60,0.2749,0.4623,60.0
LOAN000272,2024-01-31,60,0.2086,0.8936,0.0
LOAN000997,2024-01-31,30,0.0697,0.2962,0.0
LOAN000079,2024-01-31,60,0.1569,0.5109,0.0
LOAN000730,2024-01-31,0,0.0523,0.5445,0.0
LOAN000841,2024-01-31,0,0.1874,0.3408,0.0
LOAN000954,2024-01-31,0,0.2437,0.768,0.0
LOAN000509,2024-01-31,0,0.1611,0.3214,30.0
LOAN000187,2024-01-31,60,0.0957,0.3551,0.0
LOAN000845,2024-01-31,30,0.1945,0.6984,0.0
LOAN000664,2024-01-31,0,0.2076,0.608,0.0
LOAN000932,2024-01-31,0,0.058,0.4598,0.0
LOAN000480,2024-01-31,0,0.2249,0.7759,0.0
LOAN000117,2024-01-31,0,0.2027,0.7762,60.0
LOAN000392,2024-01-31,0,0.1018,0.787,0.0
LOAN000446,2024-01-31,0,0.2224,0.2073,60.0
LOAN000455,2024-01-31,30,0.1892,0.3346,0.0
LOAN000067,2024-01-31,0,0.1228,0.7918,0.0
LOAN000085,2024-01-31,30,0.07,0.4593,0.0
LOAN000449,2024-01-31,0,0.0883,0.8086,30.0
LOAN000221,2024-01-31,0,0.135,0.3295,60.0
LOAN000027,2024-01-31,0,0.2588,0.8219,0.0
LOAN000039,2024-01-31,0,0.1999,0.3076,60.0
LOAN000701,2024-01-31,0,0.2151,0.4271,0.0
LOAN000584,2024-01-31,0,0.2801,0.358,0.0
LOAN000919,2024-01-31,0,0.0137,0.8384,0.0
LOAN000781,2024-01-31,30,0.244,0.5575,0.0
LOAN000552,2024-01-31,30,0.1461,0.4366,0.0
LOAN000482,2024-01-31,0,0.0392,0.5506,0.0
LOAN000198,2024-01-31,60,0.1417,0.3406,30.0
LOAN000385,2024-01-31,30,0.031,0.7912,0.0
LOAN000341,2024-01-31,0,0.2943,0.387,30.0
LOAN000947,2024-01-31,90,0.2642,0.3909,30.0
LOAN000163,2024-01-31,0,0.23,0.6309,0.0
LOAN000193,2024-01-31,30,0.145,0.274,0.0
LOAN000840,2024-01-31,0,0.1482,0.5985,0.0
LOAN000031,2024-01-31,0,0.1045,0.861,0.0
LOAN000103,2024-01-31,0,0.1265,0.8502,0.0
LOAN000302,2024-01-31,30,0.1059,0.2889,0.0
LOAN000939,2024-01-31,0,0.2112,0.7328,0.0
LOAN000337,2024-01-31,0,0.226,0.2078,0.0
LOAN000831,2024-01-31,0,0.2474,0.8354,60.0
LOAN000304,2024-01-31,0,0.0691,0.7592,30.0
LOAN000354,2024-01-31,60,0.1848,0.2185,0.0
LOAN000522,2024-01-31,0,0.1989,0.6115,0.0
LOAN000383,2024-01-31,90,0.0897,0.5547,0.0
LOAN000697,2024-01-31,0,0.1861,0.3527,30.0
LOAN000840,2024-01-31,0,0.174,0.6796,0.0
LOAN000116,2024-01-31,30,0.1628,0.5499,60.0
LOAN000514,2024-01-31,0,0.2843,0.3004,30.0
LOAN000748,2024-01-31,0,0.1009,0.6231,0.0
LOAN000712,2024-01-31,30,0.1456,0.5641,0.0
LOAN000708,2024-01-31,0,0.2522,0.4331,30.0
LOAN000865,2024-01-31,0,0.0657,0.8984,30.0
LOAN000767,2024-01-31,0,0.237,0.326,0.0
LOAN000017,2024-01-31,0,0.1805,0.5642,0.0
LOAN000197,2024-01-31,0,0.2244,0.8813,0.0
LOAN000374,2024-01-31,0,0.18,0.8533,60.0
LOAN000224,2024-01-31,0,0.1477,0.2716,0.0
LOAN000456,2024-01-31,0,0.1411,0.6385,0.0
LOAN000981,2024-01-31,30,0.0389,0.6776,0.0
LOAN000081,2024-01-31,0,0.2622,0.4617,0.0
LOAN000004,2024-01-31,0,0.1025,0.701,0.0
LOAN000529,2024-01-31,30,0.0905,0.8097,0.0
LOAN000399,2024-01-31,0,0.0156,0.7004,0.0
LOAN000815,2024-01-31,30,0.0693,0.39,60.0
LOAN000064,2024-01-31,30,0.116,0.4338,0.0
LOAN000824,2024-01-31,0,0.1466,0.2725,30.0
LOAN000858,2024-01-31,0,0.2236,0.5612,0.0
LOAN000937,2024-01-31,0,0.2455,0.8371,0.0
LOAN000257,2024-01-31,0,0.262,0.4388,0.0
LOAN000345,2024-01-31,0,0.0234,0.6127,0.0
LOAN000510,2024-01-31,90,0.2837,0.2189,0.0
LOAN000595,2024-01-31,0,0.1857,0.8156,0.0
LOAN000973,2024-01-31,0,0.2115,0.7466,30.0
LOAN000975,2024-01-31,30,0.2879,0.8179,0.0
LOAN000827,2024-01-31,0,0.2355,0.4729,0.0
LOAN000185,2024-01-31,30,0.2292,0.5281,90.0
LOAN000634,2024-01-31,0,0.206,0.8681,30.0
LOAN000337,2024-01-31,0,0.285,0.308,0.0
LOAN000510,2024-01-31,60,0.0657,0.504,90.0
LOAN000051,2024-01-31,60,0.1311,0.5029,0.0
LOAN000061,2024-01-31,0,0.0192,0.6607,0.0
LOAN000948,2024-01-31,0,0.0647,0.8197,0.0
LOAN000500,2024-01-31,0,0.2419,0.5514,0.0
LOAN000779,2024-01-31,30,0.2072,0.7733,30.0
LOAN000718,2024-01-31,0,0.0536,0.7557,0.0
LOAN000264,2024-01-31,60,0.0668,0.8522,30.0
LOAN000339,2024-01-31,0,0.0404,0.5653,60.0
LOAN000507,2024-01-31,0,0.0907,0.5877,0.0
LOAN000376,2024-01-31,0,0.2442,0.3579,90.0
LOAN000325,2024-01-31,0,0.1476,0.6296,0.0
LOAN000689,2024-01-31,0,0.0964,0.7126,0.0
LOAN000720,2024-01-31,0,0.2138,0.4965,30.0
LOAN000465,2024-01-31,0,0.0146,0.3245,0.0
LOAN000949,2024-01-31,0,0.1496,0.6312,30.0
LOAN000658,2024-01-31,0,0.0552,0.8004,0.0
LOAN000867,2024-01-31,60,0.19,0.4537,0.0
LOAN000075,2024-01-31,0,0.1241,0.3695,0.0
LOAN000836,2024-01-31,30,0.2558,0.7703,0.0
LOAN000354,2024-01-31,0,0.121,0.7724,60.0
LOAN000741,2024-01-31,0,0.2867,0.5849,0.0
LOAN000368,2024-01-31,0,0.1528,0.6457,0.0
LOAN000723,2024-01-31,30,0.088,0.2093,60.0
LOAN000600,2024-01-31,0,0.1431,0.5358,0.0
LOAN000674,2024-01-31,30,0.0205,0.3601,60.0
LOAN000979,2024-01-31,0,0.0633,0.6914,60.0
LOAN000215,2024-01-31,60,0.2647,0.7604,0.0
LOAN000952,2024-01-31,0,0.1968,0.2006,0.0
LOAN000480,2024-01-31,0,0.0531,0.2997,0.0
LOAN000772,2024-01-31,0,0.1689,0.2704,0.0
LOAN000445,2024-01-31,0,0.1843,0.2434,0.0
LOAN000278,2024-01-31,0,0.1814,0.7673,0.0
LOAN000455,2024-01-31,30,0.1512,0.3511,30.0
LOAN000261,2024-01-31,90,0.1137,0.8505,0.0
LOAN000994,2024-01-31,90,0.1299,0.4095,30.0
LOAN000978,2024-01-31,30,0.0355,0.6158,0.0
LOAN000291,2024-01-31,0,0.2707,0.7152,0.0
LOAN000011,2024-01-31,30,0.1907,0.7912,60.0
LOAN000822,2024-01-31,0,0.2482,0.4569,60.0
LOAN000003,2024-01-31,0,0.2679,0.3543,0.0
LOAN000047,2024-01-31,0,0.0559,0.7697,60.0
LOAN000890,2024-01-31,0,0.2572,0.7475,0.0
LOAN000506,2024-01-31,0,0.2704,0.7003,0.0
LOAN000417,2024-01-31,0,0.0241,0.7601,0.0
LOAN000820,2024-01-31,0,0.1035,0.5285,90.0
LOAN000112,2024-01-31,0,0.0252,0.4589,0.0
LOAN000883,2024-01-31,0,0.2502,0.6582,0.0
LOAN000737,2024-01-31,0,0.2298,0.8389,0.0
LOAN000096,2024-01-31,0,0.0905,0.3086,0.0
LOAN000088,2024-01-31,0,0.1056,0.8279,0.0
LOAN000123,2024-01-31,0,0.0554,0.2729,0.0
LOAN000109,2024-01-31,0,0.244,0.2328,0.0
LOAN000550,2024-01-31,0,0.2228,0.318,0.0
LOAN000739,2024-01-31,0,0.0643,0.6955,0.0
LOAN000504,2024-01-31,0,0.1196,0.3334,0.0
LOAN000616,2024-01-31,0,0.026,0.6648,60.0
LOAN000386,2024-01-31,0,0.1491,0.2293,0.0
LOAN000671,2024-01-31,0,0.201,0.6364,30.0
LOAN000409,2024-01-31,0,0.0229,0.3349,0.0
LOAN000996,2024-01-31,60,0.1735,0.3163,0.0
LOAN000793,2024-01-31,0,0.1285,0.5294,0.0
LOAN000308,2024-01-31,0,0.2102,0.8093,0.0
LOAN000846,2024-01-31,30,0.2732,0.5566,0.0
LOAN000246,2024-01-31,0,0.1884,0.2552,0.0
LOAN000624,2024-01-31,0,0.1989,0.3244,60.0
LOAN000664,2024-01-31,0,0.177,0.2684,0.0
LOAN000356,2024-01-31,0,0.2204,0.3213,0.0
LOAN000180,2024-01-31,30,0.0421,0.8876,0.0
LOAN000644,2024-01-31,0,0.2775,0.8387,0.0
LOAN000823,2024-01-31,0,0.0328,0.7572,60.0
LOAN000863,2024-01-31,30,0.287,0.2783,30.0
LOAN000204,2024-01-31,0,0.2901,0.3924,0.0
LOAN000146,2024-01-31,90,0.2269,0.3998,0.0
LOAN000460,2024-01-31,0,0.0296,0.8144,0.0
LOAN000902,2024-01-31,0,0.2588,0.2839,
LOAN000941,2024-01-31,0,0.2374,0.4496,0.0
LOAN000160,2024-01-31,0,0.2011,0.5199,60.0
LOAN000076,2024-01-31,60,0.0325,0.8472,0.0
LOAN000101,2024-01-31,0,0.2924,0.7321,30.0
LOAN000644,2024-01-31,0,0.2086,0.2295,0.0
LOAN000917,2024-01-31,0,0.1257,0.2993,0.0
LOAN000774,2024-01-31,0,0.095,0.595,60.0
LOAN000136,2024-01-31,0,0.2566,0.8676,0.0
LOAN000134,2024-01-31,0,0.2388,0.8507,0.0
LOAN000846,2024-01-31,0,0.0503,0.2634,30.0
LOAN000136,2024-01-31,60,0.2613,0.3627,0.0
LOAN000979,2024-01-31,0,0.19,0.803,0.0
LOAN000970,2024-01-31,30,0.2234,0.5438,0.0
LOAN000877,2024-01-31,0,0.2281,0.3398,0.0
LOAN000793,2024-01-31,30,0.1027,0.3807,0.0
LOAN000478,2024-01-31,0,0.2172,0.7257,0.0
LOAN000857,2024-01-31,0,0.1231,0.803,60.0
LOAN000284,2024-01-31,0,0.2185,0.8494,30.0
LOAN000753,2024-01-31,30,0.1116,0.2781,30.0
LOAN000280,2024-01-31,0,0.0978,0.7982,0.0
LOAN000228,2024-01-31,0,0.1067,0.4622,30.0
LOAN000871,2024-01-31,60,0.2957,0.8092,60.0
LOAN000247,2024-01-31,0,0.0255,0.8587,0.0
LOAN000637,2024-01-31,0,0.1524,0.6491,0.0
LOAN000685,2024-01-31,30,0.035,0.6856,0.0
LOAN000441,2024-01-31,90,0.2056,0.2023,0.0
LOAN000574,2024-01-31,60,0.0149,0.2369,30.0
LOAN000439,2024-01-31,0,0.2079,0.444,90.0
LOAN000230,2024-01-31,0,0.0879,0.4666,0.0
LOAN000905,2024-01-31,0,0.0461,0.7576,0.0
LOAN000513,2024-01-31,0,0.1754,0.5988,0.0
LOAN000405,2024-01-31,30,0.2739,0.3982,0.0
LOAN000346,2024-01-31,60,0.1733,0.2316,90.0
LOAN000704,2024-01-31,0,0.2086,0.7082,60.0
LOAN000918,2024-01-31,0,0.0371,0.8486,0.0
LOAN000396,2024-01-31,60,0.2648,0.8488,30.0
LOAN000674,2024-01-31,0,0.0331,0.8724,30.0
LOAN000991,2024-01-31,0,0.0345,0.3089,0.0
LOAN000956,2024-01-31,0,0.1587,0.2648,60.0
LOAN000109,2024-01-31,0,0.2191,0.4908,0.0
LOAN000717,2024-01-31,0,0.215,0.232,30.0
LOAN000974,2024-01-31,30,0.1889,0.2119,30.0
LOAN000580,2024-01-31,0,0.1891,0.6398,0.0
LOAN000587,2024-01-31,60,0.0567,0.7236,30.0
LOAN000925,2024-01-31,0,0.0777,0.6959,0.0
LOAN000085,2024-01-31,90,0.1975,0.414,30.0
LOAN000219,2024-01-31,0,0.0104,0.7653,0.0
LOAN000618,2024-01-31,0,0.0691,0.5437,0.0
LOAN000247,2024-01-31,0,0.2055,0.238,0.0
LOAN000554,2024-01-31,0,0.0164,0.3255,0.0
LOAN000533,2024-01-31,0,0.295,0.8577,30.0
LOAN000630,2024-01-31,0,0.2989,0.4861,60.0
LOAN000628,2024-01-31,60,0.0145,0.7494,0.0
LOAN000539,2024-01-31,0,0.2918,0.4269,60.0
LOAN000007,2024-01-31,0,0.0883,0.4908,60.0
LOAN000504,2024-01-31,0,0.2532,0.6033,0.0
LOAN000988,2024-01-31,0,0.2753,0.619,0.0
LOAN000291,2024-01-31,30,0.0968,0.4177,0.0
LOAN000535,2024-01-31,0,0.0532,0.6663,0.0
LOAN000994,2024-01-31,0,0.0804,0.3295,90.0
LOAN000303,2024-01-31,0,0.1519,0.4326,0.0
LOAN000863,2024-01-31,0,0.0549,0.2832,30.0
LOAN000154,2024-01-31,0,0.0745,0.895,0.0
LOAN000534,2024-01-31,0,0.0726,0.2925,60.0
LOAN000646,2024-01-31,0,0.077,0.8479,30.0
LOAN000353,2024-01-31,0,0.1862,0.4858,0.0
LOAN000365,2024-01-31,0,0.0706,0.887,60.0
LOAN000623,2024-01-31,0,0.0202,0.2636,0.0
LOAN000062,2024-01-31,0,0.0832,0.6582,0.0
LOAN000977,2024-01-31,0,0.2174,0.7979,0.0
LOAN000413,2024-01-31,0,0.1117,0.6261,60.0
LOAN000453,2024-01-31,60,0.2393,0.6216,0.0
LOAN000416,2024-01-31,60,0.1909,0.2233,0.0
LOAN000517,2024-01-31,0,0.1219,0.7613,0.0
LOAN000869,2024-01-31,0,0.2349,0.2408,30.0
LOAN000814,2024-01-31,90,0.2405,0.401,0.0
LOAN000261,2024-01-31,0,0.2448,0.7154,90.0
LOAN000178,2024-01-31,0,0.0755,0.8575,0.0
LOAN000628,2024-01-31,0,0.1128,0.2654,60.0
LOAN000697,2024-01-31,0,0.1079,0.5039,0.0
LOAN000089,2024-01-31,30,0.2667,0.5546,60.0
LOAN000874,2024-01-31,0,0.2871,0.8878,0.0
LOAN000236,2024-01-31,0,0.1489,0.5501,0.0
LOAN000744,2024-01-31,60,0.1238,0.4797,0.0
LOAN000206,2024-01-31,0,0.1467,0.6168,0.0
LOAN000404,2024-01-31,0,0.0743,0.887,30.0
LOAN000120,2024-01-31,60,0.0479,0.5594,0.0
LOAN000733,2024-01-31,0,0.077,0.5772,0.0
LOAN000246,2024-01-31,0,0.0274,0.3119,0.0
LOAN000124,2024-01-31,0,0.2412,0.3101,0.0
LOAN000442,2024-01-31,0,0.1565,0.2478,0.0
LOAN000254,2024-01-31,0,0.0502,0.724,30.0
LOAN000466,2024-01-31,0,0.0514,0.208,0.0
LOAN000650,2024-01-31,0,0.1876,0.4306,0.0
LOAN000008,2024-01-31,30,0.1942,0.7155,90.0
LOAN000335,2024-01-31,60,0.0399,0.4215,30.0
LOAN000755,2024-01-31,30,0.2611,0.8637,0.0
LOAN000128,2024-01-31,0,0.2956,0.2974,0.0
LOAN000127,2024-01-31,0,0.0986,0.6538,0.0
LOAN000496,2024-01-31,90,0.2451,0.6082,30.0
LOAN000689,2024-01-31,0,0.1922,0.206,0.0
LOAN000319,2024-01-31,0,0.198,0.8647,0.0
LOAN000838,2024-01-31,0,0.2419,0.6298,0.0
LOAN000335,2024-01-31,30,0.2281,0.5714,60.0
LOAN000566,2024-01-31,0,0.2117,0.4246,30.0
LOAN000683,2024-01-31,0,0.2067,0.8748,0.0
LOAN000295,2024-01-31,0,0.1518,0.6309,60.0
LOAN000994,2024-01-31,0,0.0362,0.3199,0.0
LOAN000988,2024-01-31,60,0.2436,0.7269,0.0
LOAN000685,2024-01-31,0,0.2922,0.5195,30.0
LOAN000611,2024-01-31,0,0.209,0.5681,0.0
LOAN000071,2024-01-31,0,0.1422,0.3691,30.0
LOAN000381,2024-01-31,0,0.1659,0.3058,0.0
LOAN000564,2024-01-31,30,0.1824,0.3817,30.0
LOAN000475,2024-01-31,30,0.187,0.3355,0.0
LOAN000246,2024-01-31,0,0.2456,0.6046,0.0
LOAN000156,2024-01-31,0,0.2798,0.2185,60.0
LOAN000240,2024-01-31,0,0.0348,0.3723,60.0
LOAN000037,2024-01-31,30,0.1437,0.5131,90.0
LOAN000857,2024-01-31,30,0.2775,0.5081,0.0
LOAN000903,2024-01-31,0,0.0573,0.2483,0.0
LOAN000221,2024-01-31,0,0.2262,0.7581,0.0
LOAN000924,2024-01-31,90,0.1453,0.2934,0.0
LOAN000288,2024-01-31,30,0.2892,0.8704,0.0
LOAN000584,2024-01-31,30,0.1165,0.6229,0.0
LOAN000799,2024-01-31,0,0.2311,0.4388,0.0
LOAN000751,2024-01-31,0,0.1364,0.6522,0.0
LOAN000380,2024-01-31,0,0.2718,0.7379,0.0
LOAN000786,2024-01-31,0,0.2147,0.4141,30.0
LOAN000968,2024-01-31,0,0.0359,0.7895,0.0
LOAN000000,2024-01-31,0,0.0454,0.7417,0.0
LOAN000079,2024-01-31,0,0.0232,0.834,60.0
LOAN000887,2024-01-31,0,0.1232,0.4635,90.0
LOAN000185,2024-01-31,0,0.0458,0.6507,30.0
LOAN000605,2024-01-31,0,0.0189,0.4231,0.0
LOAN000143,2024-01-31,0,0.0135,0.3735,0.0
LOAN000441,2024-01-31,60,0.0397,0.5691,90.0
LOAN000174,2024-01-31,60,0.1448,0.6066,60.0
LOAN000868,2024-01-31,0,0.2378,0.6056,0.0
LOAN000593,2024-01-31,60,0.177,0.6679,90.0
LOAN000630,2024-01-31,0,0.1751,0.3763,0.0
LOAN000811,2024-01-31,0,0.0619,0.8443,60.0
LOAN000903,2024-01-31,0,0.2913,0.2318,0.0
LOAN000681,2024-01-31,30,0.1522,0.255,0.0
LOAN000745,2024-01-31,0,0.1765,0.6899,30.0
LOAN000841,2024-01-31,0,0.2385,0.2428,0.0
LOAN000319,2024-01-31,0,0.2088,0.8571,0.0
LOAN000849,2024-01-31,30,0.2849,0.5137,0.0
LOAN000319,2024-01-31,0,0.0493,0.2571,0.0
LOAN000580,2024-01-31,0,0.1924,0.566,0.0
LOAN000440,2024-01-31,0,0.1441,0.3985,0.0
LOAN000285,2024-01-31,0,0.2799,0.3278,60.0
LOAN000859,2024-01-31,0,0.1261,0.7054,90.0
LOAN000183,2024-01-31,0,0.0374,0.4623,30.0
LOAN000460,2024-01-31,60,0.2664,0.6615,0.0
LOAN000209,2024-01-31,0,0.2033,0.5367,0.0
LOAN000420,2024-01-31,60,0.1031,0.7784,0.0
LOAN000623,2024-01-31,30,0.267,0.663,0.0
LOAN000218,2024-01-31,0,0.2041,0.5596,0.0
LOAN000346,2024-01-31,0,0.2691,0.5165,60.0
LOAN000860,2024-01-31,0,0.0203,0.664,0.0
LOAN000096,2024-01-31,0,0.0737,0.3261,0.0
LOAN000362,2024-01-31,0,0.1086,0.4207,30.0
LOAN000018,2024-01-31,60,0.189,0.8571,0.0
LOAN000670,2024-01-31,60,0.0655,0.7516,0.0
LOAN000223,2024-01-31,0,0.2679,0.6919,30.0
LOAN000430,2024-01-31,0,0.2524,0.7412,0.0
LOAN000996,2024-01-31,0,0.2288,0.7626,60.0
LOAN000052,2024-01-31,60,0.1429,0.5797,0.0
LOAN000186,2024-01-31,0,0.2006,0.5326,0.0
LOAN000811,2024-01-31,30,0.2194,0.8981,0.0
LOAN000994,2024-01-31,60,0.1127,0.7184,0.0
LOAN000589,2024-01-31,0,0.1828,0.3546,0.0
LOAN000012,2024-01-31,0,0.1893,0.3925,0.0
LOAN000558,2024-01-31,0,0.2538,0.3149,0.0
LOAN000131,2024-01-31,0,0.1376,0.2393,0.0
LOAN000778,2024-01-31,0,0.0609,0.7185,0.0
LOAN000774,2024-01-31,0,0.0121,0.853,0.0
LOAN000046,2024-01-31,0,0.1968,0.8598,0.0
LOAN000791,2024-01-31,0,0.0529,0.6156,0.0
LOAN000427,2024-01-31,0,0.0896,0.4088,0.0
LOAN000760,2024-01-31,30,0.1917,0.6554,0.0
LOAN000151,2024-01-31,0,0.0903,0.8764,0.0
LOAN000572,2024-01-31,30,0.2369,0.7005,0.0
LOAN000989,2024-01-31,30,0.1413,0.5352,60.0
LOAN000914,2024-01-31,0,0.2378,0.382,0.0
LOAN000764,2024-01-31,30,0.1794,0.7024,0.0
LOAN000622,2024-01-31,30,0.0849,0.4595,0.0
LOAN000540,2024-01-31,0,0.0573,0.2788,0.0
LOAN000406,2024-01-31,30,0.0977,0.7916,0.0
LOAN000653,2024-01-31,0,0.2224,0.3069,90.0
LOAN000332,2024-01-31,0,0.1444,0.3167,0.0
LOAN000770,2024-01-31,0,0.1494,0.276,0.0
LOAN000049,2024-01-31,60,0.1007,0.8931,0.0
